,Total Population,% age 21+,% age 65+,% Race - White,% Race - Black,% Race - American Native,% Race  - Asian,% Race - Pacific Islander,% Race - Other,% Race - Hispanic/Latino,% Male,2021 Median Income,City,State,Region
4486,25541,74.9,17.4,68.5,25.3,3.6,6.6,0.5,5.3,6.4,0.47641047727183744,,bellview,florida,south
4487,2527,86.7,40.9,91.2,4.5,0.9,2.7,0.1,11.2,13.5,0.4594380688563514,,berkshire lakes,florida,south
4488,348,72.1,15.8,97.1,1.1,6.3,0.9,0.9,0.9,2.3,0.4367816091954023,,berrydale,florida,south
4489,474,96.0,62.4,97.7,0.6,2.1,1.9,0.6,4.6,3.4,0.4767932489451477,,beverly beach,florida,south
4490,9961,79.7,30.1,89.4,6.8,2.3,2.4,0.1,7.9,11.3,0.46380885453267745,,beverly hills,florida,south
4491,2869,80.8,18.3,87.7,7.7,1.8,3.0,0.2,16.0,25.3,0.5304984315092367,,big coppitt key,florida,south
4492,4521,85.6,27.2,94.4,2.1,2.1,1.7,0.2,10.7,13.7,0.5178057951780579,,big pine key,florida,south
4493,3117,75.9,16.1,76.5,14.0,1.7,4.4,0.3,33.8,43.2,0.47192813602823225,,biscayne park village,florida,south
4494,9848,72.2,12.4,74.6,11.8,2.3,6.8,0.4,22.6,29.0,0.5012185215272137,,bithlo,florida,south
4495,1255,91.2,54.2,89.1,1.5,0.8,9.3,0.1,3.0,2.3,0.4645418326693227,,black diamond,florida,south
4496,1195,75.6,19.7,91.7,4.2,3.7,3.6,0.2,8.8,11.0,0.499581589958159,,black hammock,florida,south
4497,22947,72.9,16.6,82.4,11.0,2.4,4.8,0.2,13.8,17.5,0.49161110384799755,,bloomingdale,florida,south
4498,2266,74.1,27.7,72.6,26.9,5.2,1.2,0.4,2.7,4.9,0.4655781112091792,,blountstown,florida,south
4499,97422,76.4,23.1,86.7,7.0,1.1,4.5,0.2,13.6,15.2,0.48255014267824514,45353,boca raton,florida,south
4500,1855,84.3,38.9,87.1,1.2,2.2,1.2,0.1,18.9,22.5,0.5185983827493261,,bokeelia,florida,south
4501,2759,71.8,23.7,85.6,13.6,2.9,2.1,0.3,2.3,3.6,0.45342515404131933,,bonifay,florida,south
4502,53644,86.2,44.2,87.3,1.4,1.4,1.9,0.2,17.7,21.2,0.4916672880471255,,bonita springs,florida,south
4503,1457,68.4,14.3,8.9,87.0,1.0,0.8,0.1,9.0,10.6,0.4900480439258751,,boulevard gardens,florida,south
4504,2405,64.9,15.7,65.2,11.3,1.8,0.3,0.1,41.1,58.5,0.5002079002079002,,bowling green,florida,south
4505,80380,79.5,22.7,60.1,33.4,1.2,3.1,0.1,12.7,15.4,0.4720826076138343,31991,boynton beach,florida,south
4506,55698,78.6,27.3,74.8,16.1,1.8,1.9,0.2,16.1,20.2,0.4693166720528565,,bradenton,florida,south
4507,908,93.7,50.4,97.8,1.7,1.1,1.3,0.0,3.6,3.5,0.4801762114537445,,bradenton beach,florida,south
4508,19183,71.5,17.7,88.2,8.0,1.9,4.8,0.2,5.0,6.0,0.48360527550435284,,bradfordville,florida,south
4509,542,70.7,21.2,60.7,33.2,2.2,1.8,0.0,13.7,16.4,0.47232472324723246,,bradley junction,florida,south
4510,114626,75.6,13.9,66.8,21.0,2.0,6.6,0.3,19.7,26.5,0.4823687470556418,38232,brandon,florida,south
4511,711,67.9,15.9,86.4,8.4,2.3,1.8,0.0,11.1,15.5,0.459915611814346,,branford,florida,south
4512,23447,66.8,12.8,52.5,40.1,2.3,5.4,0.5,6.3,7.0,0.47131829231884675,,brent,florida,south
4513,502,95.2,68.1,98.4,0.4,0.6,0.6,0.0,2.2,3.2,0.4601593625498008,,briny breezes,florida,south
4514,918,71.9,19.1,82.8,9.4,3.4,1.1,0.3,8.4,9.8,0.49019607843137253,,bristol,florida,south
4515,7670,71.0,9.9,62.6,13.8,2.9,3.1,0.1,46.9,68.6,0.5310299869621904,,broadview park,florida,south
4516,1140,71.7,17.7,71.4,25.0,2.1,1.4,0.8,8.1,10.8,0.49122807017543857,,bronson,florida,south
4517,322,72.4,18.9,92.5,8.7,0.6,1.2,0.6,2.2,3.7,0.4782608695652174,,brooker,florida,south
4518,4658,88.9,55.2,94.9,3.5,2.0,1.0,0.0,5.4,8.4,0.44761700300558177,,brookridge,florida,south
4519,8890,78.3,28.7,80.7,16.3,2.3,1.2,0.1,7.4,10.6,0.4607424071991001,,brooksville,florida,south
4520,528,72.0,22.3,99.4,0.6,1.7,0.4,0.2,2.1,0.4,0.5511363636363636,,brownsdale,florida,south
4521,16583,70.9,14.2,32.2,55.4,0.8,0.3,0.1,33.2,45.5,0.47970813483688113,,brownsville,florida,south
4522,1509,88.7,45.4,96.0,2.2,1.7,0.7,0.0,3.6,5.0,0.5089463220675944,,buckhead ridge,florida,south
4523,4443,77.5,20.0,92.6,2.8,1.6,1.4,0.1,10.8,12.5,0.49358541525995947,,buckingham,florida,south
4524,30251,73.5,15.4,54.6,15.9,1.9,2.7,0.4,57.1,75.1,0.4811411193018413,,buenaventura lakes,florida,south
4525,3276,76.1,22.7,72.6,25.3,1.9,1.4,0.1,6.0,7.2,0.45634920634920634,,bunnell,florida,south
4526,1890,98.8,74.5,98.9,0.2,0.4,0.7,0.0,3.0,2.6,0.4873015873015873,,burnt store marina,florida,south
4527,3047,80.8,31.5,82.3,12.8,3.3,1.1,0.3,8.5,10.9,0.5096816540859862,,bushnell,florida,south
4528,4978,88.7,43.3,97.9,1.2,1.6,1.0,0.1,4.3,4.2,0.47810365608678185,,butler beach,florida,south
4529,2460,76.6,15.1,75.6,13.3,2.4,5.9,0.2,15.5,20.4,0.5028455284552845,,cabana colony,florida,south
4530,1526,68.0,14.0,90.8,9.3,2.1,2.4,0.1,3.4,4.0,0.47706422018348627,,callahan,florida,south
4531,13045,74.0,16.7,72.4,20.7,2.5,6.5,0.5,8.4,9.8,0.4944423150632426,,callaway,florida,south
4532,2610,86.8,52.6,76.5,8.3,1.8,2.0,0.3,27.4,36.1,0.44482758620689655,,campbell,florida,south
4533,191,82.7,27.7,41.4,57.6,2.1,0.0,0.0,5.2,2.1,0.4712041884816754,,campbellton,florida,south
4534,344,73.5,14.5,66.0,14.8,1.7,0.3,0.0,40.7,53.2,0.5348837209302325,,canal point,florida,south
4535,9972,90.7,34.8,92.9,3.6,2.3,2.5,0.2,5.9,6.4,0.5084235860409145,,cape canaveral,florida,south
4536,194016,77.7,23.3,87.2,6.0,1.6,2.4,0.1,18.8,23.8,0.4897946561108362,31859,cape coral,florida,south
4537,247,82.2,23.5,73.3,26.7,2.8,2.0,0.8,1.2,0.8,0.46963562753036436,,capitola,florida,south
4538,318,93.7,54.4,97.2,1.3,0.6,0.9,0.6,3.1,3.5,0.5314465408805031,,captiva,florida,south
4539,2606,89.8,15.5,68.3,28.5,2.1,0.3,0.1,4.3,8.8,0.7317728319263239,,carrabelle,florida,south
4540,34352,78.6,20.1,79.0,9.8,1.5,5.5,0.2,26.1,34.7,0.47511061946902655,,carrollwood,florida,south
4541,301,64.1,15.9,90.7,11.3,2.3,0.7,0.3,0.3,1.3,0.5614617940199336,,caryville,florida,south
4542,28794,78.0,17.1,75.3,13.2,2.2,4.7,0.3,22.3,29.9,0.4751337084114746,,casselberry,florida,south
4543,3148,67.7,11.9,61.9,31.8,3.4,3.3,0.4,10.2,13.0,0.49650571791613723,,cedar grove,florida,south
4544,687,90.0,48.8,96.4,1.9,3.1,0.1,0.0,2.8,4.4,0.46142649199417757,,cedar key,florida,south
4545,11178,76.8,18.5,89.5,2.6,1.3,5.8,0.2,17.3,15.3,0.47620325639649314,,celebration,florida,south
4546,846,68.8,14.3,72.1,11.7,2.1,1.2,0.6,30.4,35.8,0.4787234042553192,,center hill,florida,south
4547,1713,70.4,20.5,40.6,57.6,2.9,0.6,0.8,2.5,1.7,0.45709281961471104,,century,florida,south
4548,308,80.5,29.2,87.0,6.5,2.6,2.6,0.3,7.8,5.5,0.5162337662337663,,chaires,florida,south
4549,235,74.9,20.9,35.7,63.0,2.6,0.9,0.4,6.0,26.8,0.5446808510638298,,charleston park,florida,south
4550,3784,87.3,52.5,89.7,7.5,1.6,1.6,0.1,6.6,7.9,0.4357822410147992,,charlotte harbor,florida,south
4551,2667,94.3,60.0,96.3,1.6,1.0,2.1,0.0,3.1,3.5,0.4844394450693663,,charlotte park,florida,south
4552,2955,81.9,18.4,46.5,52.6,1.6,1.0,0.2,3.0,4.8,0.5543147208121827,,chattahoochee,florida,south
4553,12522,71.3,13.8,77.7,8.9,1.5,11.4,0.2,16.8,21.1,0.47708033860405685,,cheval,florida,south
4554,2316,69.2,17.2,68.4,28.9,2.8,2.6,0.1,6.0,8.1,0.45639032815198616,,chiefland,florida,south
4555,3660,70.2,19.9,70.7,28.6,4.5,1.9,0.5,3.0,4.0,0.46256830601092896,,chipley,florida,south
4556,346,82.7,41.9,98.8,0.3,0.6,0.3,0.3,4.0,5.5,0.5173410404624278,,chokoloskee,florida,south
4557,2439,76.8,18.4,91.3,2.9,3.3,1.4,0.0,11.1,14.4,0.5243952439524395,,christmas,florida,south
4558,2524,73.9,13.9,90.6,3.9,2.8,3.9,0.5,11.5,15.7,0.5281299524564184,,chuluota,florida,south
4559,1063,73.9,19.3,94.7,1.6,5.5,1.3,0.5,2.7,2.9,0.51552210724365,,chumuckla,florida,south
4560,457,84.0,17.7,77.5,8.5,3.9,5.5,0.2,15.5,16.4,0.5120350109409191,,cinco bayou,florida,south
4561,9302,90.7,55.7,89.8,3.3,1.3,6.1,0.1,4.4,5.2,0.48032681143840034,,citrus hills,florida,south
4562,28178,75.6,14.7,74.2,10.5,1.5,7.8,0.2,30.2,39.1,0.47750017744339557,,citrus park,florida,south
4563,10246,74.9,25.4,90.9,6.0,2.1,1.8,0.2,7.8,11.2,0.48184657427288696,,citrus springs,florida,south
4564,3283,79.7,20.3,75.2,16.5,3.6,3.0,0.3,17.7,20.3,0.5062442887602803,,clarcona,florida,south
4565,117292,80.5,22.8,78.0,12.6,2.3,3.9,0.3,14.3,17.4,0.4819169252804965,31154,clearwater,florida,south
4566,43021,77.0,25.8,72.0,15.5,2.2,6.0,0.3,18.7,21.7,0.47174635643058044,,clermont,florida,south
4567,3435,84.7,39.5,95.0,2.4,1.7,1.5,0.1,4.7,5.8,0.49170305676855897,,cleveland,florida,south
4568,7327,69.0,14.9,66.3,15.6,1.6,3.2,0.3,33.5,51.0,0.490923979800737,,clewiston,florida,south
4569,134,76.9,17.2,73.9,3.7,2.2,3.7,0.7,38.1,41.8,0.5,,cloud lake,florida,south
4570,78,79.5,56.4,98.7,1.3,0.0,1.3,1.3,0.0,0.0,0.44871794871794873,,cobbtown,florida,south
4571,19041,75.0,20.6,62.9,30.2,2.3,2.1,0.3,13.5,16.9,0.4793340685888346,,cocoa,florida,south
4572,11354,88.3,37.0,95.5,1.7,1.9,2.7,0.2,5.3,5.6,0.49797428219129825,,cocoa beach,florida,south
4573,5939,71.2,16.1,51.2,41.4,2.6,0.9,0.2,12.5,16.5,0.48745580063983834,,cocoa west,florida,south
4574,57833,77.1,19.1,69.4,19.5,1.1,5.0,0.2,26.6,25.1,0.46471737589265644,,coconut creek,florida,south
4575,642,74.3,19.5,61.8,35.7,3.3,2.6,0.0,5.3,6.5,0.48442367601246106,,coleman,florida,south
4576,5911,71.2,12.8,74.1,14.8,2.7,1.3,0.2,20.2,27.8,0.49517848079851123,,combee settlement,florida,south
4577,5282,68.3,7.4,83.3,10.2,1.4,4.7,0.5,11.9,16.8,0.5486558121923514,,connerton,florida,south
4578,13596,78.3,17.3,84.7,6.1,2.2,3.6,0.3,18.3,23.7,0.49080611944689617,,conway,florida,south
4579,34401,70.9,14.3,79.6,8.2,1.2,9.1,0.2,24.0,31.8,0.47934653062410976,,cooper city,florida,south
4580,49248,78.6,20.1,83.3,6.3,0.7,3.5,0.1,47.7,58.8,0.4670849577647823,,coral gables,florida,south
4581,134394,71.5,12.7,60.2,26.4,1.1,6.9,0.2,24.8,29.4,0.47483518609461733,37958,coral springs,florida,south
4582,23142,80.9,23.5,88.2,1.9,0.5,1.2,0.1,66.7,88.9,0.47294961541785496,,coral terrace,florida,south
4583,4121,92.8,52.3,97.0,1.2,1.6,1.5,0.2,3.8,4.4,0.48119388497937393,,cortez,florida,south
4584,848,69.7,16.9,77.0,25.6,4.8,1.1,0.6,2.9,5.3,0.46108490566037735,,cottondale,florida,south
4585,49967,74.9,12.8,71.6,9.7,0.8,1.9,0.1,67.3,85.8,0.4663678027498149,,country club,florida,south
4586,16951,74.1,13.6,77.8,9.4,0.8,3.7,0.1,57.3,76.6,0.47312842900123886,,country walk,florida,south
4587,4853,72.3,14.0,81.9,14.5,2.6,1.8,0.6,5.1,6.7,0.495981866886462,,crawfordville,florida,south
4588,844,91.4,46.8,98.5,0.8,1.7,0.6,0.1,3.0,4.3,0.45734597156398105,,crescent beach,florida,south
4589,1654,74.5,26.4,58.3,30.8,1.9,1.2,0.5,16.6,20.8,0.46856106408706166,,crescent city,florida,south
4590,27134,69.7,11.3,72.9,22.9,3.6,5.3,0.7,8.2,11.0,0.48938601017174027,,crestview,florida,south
4591,1893,71.5,18.1,81.7,8.9,2.4,0.7,0.4,16.0,27.0,0.5018489170628632,,crooked lake park,florida,south
4592,1689,71.8,21.5,73.1,27.3,3.1,1.3,0.3,2.2,2.8,0.47365304914150386,,cross city,florida,south
4593,5768,70.1,12.4,67.6,21.0,2.9,1.5,0.2,23.0,30.0,0.4866504854368932,,crystal lake,florida,south
4594,3396,84.7,39.5,88.9,8.9,2.3,1.9,0.3,4.0,4.9,0.46054181389870436,,crystal river,florida,south
4595,1268,73.7,16.2,93.1,2.1,2.2,0.6,0.0,10.3,13.9,0.48738170347003157,,crystal springs,florida,south
4596,2019,87.1,30.7,94.7,1.9,1.5,1.5,0.3,8.1,9.6,0.5309559187716691,,cudjoe key,florida,south
4597,45425,74.0,15.5,76.2,12.9,1.1,3.1,0.1,48.7,64.5,0.47742432581177763,,cutler bay,florida,south
4598,10169,76.7,22.8,85.7,8.0,2.1,3.3,0.2,10.4,13.4,0.48136493263841085,,cypress gardens,florida,south
4599,13727,87.0,41.6,89.8,3.8,1.4,4.0,0.1,8.5,10.2,0.4483135426531653,,cypress lake,florida,south
4600,1029,69.2,18.2,34.6,55.9,1.9,1.7,0.3,12.1,16.9,0.48882410106899904,,cypress quarters,florida,south
4601,7275,72.5,21.7,70.6,19.8,2.5,1.0,0.3,18.8,25.6,0.46762886597938147,,dade city,florida,south
4602,3002,64.1,10.0,58.0,11.5,2.2,0.6,0.1,49.0,66.2,0.5006662225183212,,dade city north,florida,south
4603,31723,78.2,16.8,65.1,23.5,1.3,3.1,0.2,24.8,31.1,0.49115783500929927,,dania beach,florida,south
4604,9043,70.6,11.8,62.8,16.7,2.1,2.7,0.2,38.9,49.7,0.49131925246046665,,davenport,florida,south
4605,105691,74.2,13.5,73.7,11.5,1.3,7.6,0.2,30.9,39.5,0.48284149076080274,38751,davie,florida,south
4606,89,78.7,29.2,95.5,2.2,0.0,0.0,0.0,7.9,12.4,0.5393258426966292,,day,florida,south
4607,72647,76.9,21.1,60.4,34.9,1.9,3.4,0.2,7.0,9.3,0.5056230814761793,27507,daytona beach,florida,south
4608,5179,94.8,56.0,94.4,2.3,1.6,2.9,0.1,4.6,4.7,0.4701679860977023,,daytona beach shores,florida,south
4609,22260,79.5,26.3,87.7,6.4,2.1,3.1,0.2,11.8,14.6,0.48180592991913745,,debary,florida,south
4610,86859,79.3,21.6,61.8,27.1,1.1,2.6,0.1,24.8,20.2,0.48323144406451835,28215,deerfield beach,florida,south
4611,5919,70.5,20.1,74.6,20.1,4.0,1.8,0.3,10.0,11.1,0.47322182801148843,,defuniak springs,florida,south
4612,37351,74.0,25.1,76.0,16.1,1.7,3.3,0.2,14.7,18.8,0.45516853631763543,,deland,florida,south
4613,1056,72.6,17.0,24.5,63.5,1.3,0.9,0.0,18.4,21.4,0.4640151515151515,,deland southwest,florida,south
4614,2619,69.6,16.4,68.8,5.9,1.9,0.8,0.2,38.9,48.4,0.5032455135547919,,de leon springs,florida,south
4615,66846,83.8,26.9,67.9,27.0,1.0,2.7,0.1,10.1,11.6,0.4813900607366185,36173,delray beach,florida,south
4616,93692,74.2,16.9,72.3,14.8,2.7,2.3,0.3,28.1,37.6,0.48897451223156724,31124,deltona,florida,south
4617,720,83.5,30.3,92.6,3.5,2.2,2.4,0.0,13.5,13.1,0.5277777777777778,,desoto acres,florida,south
4618,2137,74.3,17.3,78.5,10.6,2.7,2.8,0.0,22.3,26.8,0.471689284043051,,desoto lakes,florida,south
4619,13931,79.9,19.7,90.6,3.9,2.8,4.5,0.3,9.2,9.0,0.504988873734836,,destin,florida,south
4620,160,80.0,18.1,96.3,1.9,5.6,0.6,0.0,5.0,5.0,0.51875,,dickerson city,florida,south
4621,195,67.7,10.8,99.5,0.0,4.6,0.0,0.0,0.5,2.6,0.5487179487179488,,dixonville,florida,south
4622,12328,78.5,21.3,75.2,5.5,1.5,16.6,0.3,16.8,15.8,0.4837767683322518,,doctor phillips,florida,south
4623,75874,71.1,8.3,79.1,2.6,0.7,3.6,0.0,68.4,83.0,0.477765769565332,36800,doral,florida,south
4624,3266,62.0,9.2,59.5,1.8,3.0,0.9,0.2,55.6,71.3,0.5223515003061849,,dover,florida,south
4625,727,88.3,40.0,94.2,3.9,1.5,0.7,0.1,8.4,10.9,0.5034387895460798,,duck key,florida,south
4626,5235,71.9,16.9,60.6,24.5,2.4,2.4,0.1,27.3,34.5,0.4886341929321872,,dundee,florida,south
4627,36068,86.6,34.0,92.9,3.9,1.6,2.5,0.2,6.2,7.1,0.4620161916380171,,dunedin,florida,south
4628,1928,82.3,37.3,89.2,8.7,1.7,1.2,0.0,6.2,8.7,0.44761410788381745,,dunnellon,florida,south
4629,3008,67.3,12.1,73.6,17.3,2.3,2.4,0.3,16.9,23.9,0.48304521276595747,,eagle lake,florida,south
4630,2025,72.4,19.8,86.3,8.6,3.7,0.8,0.2,12.0,16.6,0.5150617283950617,,east bronson,florida,south
4631,32344,79.1,27.2,91.9,3.1,1.4,5.2,0.1,7.4,8.3,0.47990353697749194,,east lake,florida,south
4632,28050,68.9,10.3,41.3,46.5,1.9,6.2,0.3,17.7,24.0,0.4777896613190731,,east lake-orient park,florida,south
4633,14309,84.4,12.8,72.6,23.7,3.1,1.3,0.3,4.5,7.9,0.6949472360053114,,east milton,florida,south
4634,1573,83.0,18.4,71.1,26.6,1.7,0.3,0.1,4.2,7.2,0.6033057851239669,,east palatka,florida,south
4635,2614,75.0,19.8,95.9,2.5,2.7,0.5,0.2,4.0,4.1,0.4954093343534813,,eastpoint,florida,south
4636,780,76.4,22.1,27.2,72.6,0.4,0.1,0.1,2.4,4.4,0.45897435897435895,,east williston,florida,south
4637,2349,74.1,14.4,19.3,76.0,1.3,1.1,0.3,10.2,13.7,0.5036185610898255,,eatonville,florida,south
4638,237,73.4,19.0,92.8,2.5,10.1,0.0,0.8,3.4,3.4,0.5021097046413502,,ebro,florida,south
4639,23097,82.1,29.8,94.7,4.0,2.1,1.2,0.1,3.8,4.4,0.4933108195869593,,edgewater,florida,south
4640,2685,78.5,18.0,77.5,11.8,1.8,9.5,0.6,12.4,14.9,0.4897579143389199,,edgewood,florida,south
4641,3006,55.1,0.9,76.1,18.7,3.1,7.2,1.1,11.3,21.3,0.5462408516300732,,eglin afb,florida,south
4642,36644,77.3,15.0,68.5,11.4,1.4,5.0,0.2,49.7,67.0,0.48182512826110685,,egypt lake-leto,florida,south
4643,14573,76.9,19.7,86.8,6.5,2.2,3.3,0.2,12.9,17.0,0.4899471625609003,,elfers,florida,south
4644,4129,76.8,26.0,82.0,9.8,1.4,2.3,0.2,15.4,21.4,0.4877694356987164,,ellenton,florida,south
4645,1986,79.0,16.3,52.1,38.6,1.3,3.6,0.4,28.8,34.0,0.4959718026183283,,el portal village,florida,south
4646,20800,92.0,55.2,97.5,0.8,1.3,1.1,0.1,3.2,3.4,0.47673076923076924,,englewood,florida,south
4647,23817,76.4,17.8,65.0,29.6,3.1,4.8,0.4,6.0,7.4,0.4757526136793047,,ensley,florida,south
4648,36939,87.5,49.0,94.0,2.0,0.9,2.7,0.1,6.6,7.8,0.4751888248192967,,estero village,florida,south
4649,341,73.9,22.0,93.3,5.0,2.1,0.0,0.0,2.6,4.4,0.4604105571847507,,esto,florida,south
4650,23189,76.3,22.5,75.0,18.8,2.2,2.0,0.2,12.4,17.0,0.47729526930872396,,eustis,florida,south
4651,352,80.7,29.3,89.5,0.3,6.3,0.0,0.6,9.9,15.1,0.4914772727272727,,everglades,florida,south
4652,10722,78.4,16.5,68.6,21.3,2.3,5.3,0.4,16.1,20.3,0.502518186905428,,fairview shores,florida,south
4653,1182,78.3,32.9,93.3,3.1,3.9,2.1,0.1,5.8,7.9,0.4805414551607445,,fanning springs,florida,south
4654,3607,84.1,22.6,84.8,4.7,1.2,10.2,0.1,7.6,8.2,0.48489049071250345,,feather sound,florida,south
4655,4834,61.9,6.5,59.0,7.7,2.1,0.3,0.1,61.5,80.9,0.5103434009102192,,fellsmere,florida,south
4656,13052,84.7,36.4,88.4,8.8,1.6,1.5,0.3,5.6,6.3,0.46697824088262335,,fernandina beach,florida,south
4657,548,77.0,21.0,91.4,2.9,6.6,1.3,0.7,9.5,14.4,0.5200729927007299,,ferndale,florida,south
4658,8205,79.1,19.9,79.6,13.4,1.9,3.7,0.1,18.2,22.8,0.4825106642291286,,fern park,florida,south
4659,29921,79.5,22.8,76.7,18.4,2.8,4.5,0.3,6.5,7.7,0.4673306373450085,,ferry pass,florida,south
4660,137,75.9,12.4,97.1,1.5,2.9,2.9,0.0,5.1,1.5,0.5401459854014599,,fidelis,florida,south
4661,561,85.2,43.1,91.3,2.5,0.7,4.5,0.0,15.2,13.5,0.49019607843137253,,fisher island,florida,south
4662,24625,61.1,9.0,84.9,6.9,1.8,8.6,0.3,12.8,15.7,0.4885279187817259,,fish hawk,florida,south
4663,1076,70.8,11.8,74.1,25.6,1.0,0.5,0.0,3.3,3.9,0.6105947955390335,,five points,florida,south
4664,5160,89.7,40.1,96.6,1.7,1.8,1.6,0.1,4.0,4.2,0.47810077519379846,,flagler beach,florida,south
4665,3540,73.5,14.8,92.5,5.2,2.3,0.5,0.1,6.8,7.8,0.5076271186440678,,flagler estates,florida,south
4666,29142,73.5,19.4,87.1,7.0,2.0,6.0,0.4,7.1,8.7,0.4816073021755542,,fleming island,florida,south
4667,5261,84.5,36.5,97.0,2.1,2.4,0.8,0.2,4.1,5.1,0.4808971678388139,,floral city,florida,south
4668,13085,63.5,10.6,39.7,48.0,1.4,0.5,0.1,33.8,49.9,0.47802827665265574,,florida city,florida,south
4669,3659,22.7,0.6,86.4,9.4,1.1,2.6,0.2,9.7,15.4,0.41869363213992894,,florida gulf coast university,florida,south
4670,21302,76.8,26.4,77.8,16.2,2.0,2.1,0.2,12.3,15.2,0.4859168153225049,,florida ridge,florida,south
4671,319,74.3,12.9,97.2,3.8,1.6,1.3,0.3,4.7,4.7,0.5736677115987461,,floridatown,florida,south
4672,14623,74.5,16.5,75.9,12.5,2.0,5.9,0.2,22.5,28.9,0.4905286192983656,,forest city,florida,south
4673,1045,77.2,20.4,93.8,3.3,3.7,1.1,0.3,4.6,4.8,0.4880382775119617,,fort braden,florida,south
4674,2049,78.7,30.2,92.3,2.3,1.4,0.9,0.1,11.9,17.4,0.513909224011713,,fort denaud,florida,south
4675,78,74.4,23.1,87.2,2.6,2.6,2.6,0.0,15.4,21.8,0.3974358974358974,,fort green,florida,south
4676,190,65.8,24.7,96.3,0.5,1.6,1.6,0.5,5.8,11.6,0.49473684210526314,,fort green springs,florida,south
4677,182760,81.4,19.2,63.1,29.7,1.3,2.8,0.2,15.9,19.2,0.5230903917706281,35796,fort lauderdale,florida,south
4678,5100,71.5,22.3,68.5,18.8,1.9,0.5,0.2,21.3,27.7,0.4807843137254902,,fort meade,florida,south
4679,86395,77.0,22.9,63.3,24.6,1.8,3.0,0.1,19.7,23.6,0.4907112680131952,30855,fort myers,florida,south
4680,5582,95.6,58.2,98.3,0.7,1.2,0.5,0.1,2.4,2.9,0.4892511644571838,,fort myers beach,florida,south
4681,5774,76.3,20.3,79.7,6.9,2.3,1.8,0.0,25.6,32.3,0.5048493245583651,,fort myers shores,florida,south
4682,47297,72.0,18.6,48.5,40.9,2.0,1.4,0.2,18.9,24.5,0.4863733429181555,,fort pierce,florida,south
4683,6904,69.7,17.7,26.1,67.4,1.6,0.4,0.1,12.8,16.0,0.4831981460023175,,fort pierce north,florida,south
4684,5209,70.8,15.1,66.8,17.2,2.7,1.8,0.2,27.2,35.7,0.502015741985026,,fort pierce south,florida,south
4685,20922,77.7,19.6,78.1,14.1,3.0,6.4,0.4,9.6,11.7,0.4952203422234968,,fort walton beach,florida,south
4686,618,74.4,21.2,73.1,25.6,2.3,1.3,0.3,3.6,6.6,0.4854368932038835,,fort white,florida,south
4687,59870,79.8,18.1,79.0,2.9,0.8,2.6,0.1,71.3,90.1,0.4637380992149658,,fountainebleau,florida,south
4688,56381,76.6,13.8,73.8,11.7,2.0,3.7,0.3,28.9,35.1,0.47693371880598073,,four corners,florida,south
4689,1025,65.5,7.6,6.2,93.8,1.4,0.5,0.0,5.5,6.0,0.4682926829268293,,franklin park,florida,south
4690,5861,72.2,15.9,90.8,4.0,3.6,2.7,0.3,8.4,10.1,0.484729568333049,,freeport,florida,south
4691,2877,75.7,24.9,83.2,8.8,3.2,0.6,0.2,17.3,22.3,0.4907890163364616,,frostproof,florida,south
4692,32143,69.9,16.3,90.4,4.7,1.8,5.4,0.2,7.3,8.5,0.4890644930466976,,fruit cove,florida,south
4693,8325,81.9,38.5,86.9,9.2,1.4,2.0,0.3,6.5,8.3,0.47387387387387386,,fruitland park,florida,south
4694,15484,79.5,22.7,89.5,3.6,1.5,3.2,0.2,11.3,12.2,0.4748127098940842,,fruitville,florida,south
4695,10467,70.2,14.5,77.3,12.3,2.2,2.6,0.1,19.2,25.6,0.48734116747874273,,fuller heights,florida,south
4696,5560,82.3,38.4,86.3,6.1,2.5,0.8,0.1,12.8,18.1,0.4866906474820144,,fussels corner,florida,south
4697,141085,71.4,11.2,66.8,22.9,1.6,9.4,0.2,10.0,13.8,0.4840769748733033,25947,gainesville,florida,south
4698,457,82.3,22.3,93.0,4.8,4.8,2.2,0.4,6.8,4.8,0.5098468271334792,,garcon point,florida,south
4699,776,81.1,34.9,92.8,4.4,1.9,0.5,0.1,7.3,8.0,0.520618556701031,,garden grove,florida,south
4700,364,89.3,48.1,92.3,0.3,1.9,2.7,0.0,12.1,12.1,0.532967032967033,,gardner,florida,south
4701,10376,76.6,23.2,88.0,6.5,1.8,4.3,0.2,11.2,13.6,0.4884348496530455,,gateway,florida,south
4702,2913,77.5,18.1,94.2,3.1,2.3,2.6,0.1,5.6,7.0,0.5173360796429798,,geneva,florida,south
4703,18566,67.6,8.9,62.2,23.6,2.2,3.1,0.3,28.0,36.2,0.49267478185931274,,gibsonton,florida,south
4704,5511,66.8,16.1,18.8,78.4,1.4,0.6,0.1,6.8,9.4,0.46761023407729996,,gifford,florida,south
4705,14927,68.5,10.9,25.0,63.5,0.9,0.3,0.0,26.9,37.2,0.4699537750385208,,gladeview,florida,south
4706,2170,80.5,23.5,97.5,2.0,2.6,1.2,0.1,2.0,2.8,0.48433179723502306,,glencoe,florida,south
4707,217,80.6,20.3,89.4,3.2,2.3,2.3,0.0,20.7,26.7,0.4930875576036866,,glen ridge,florida,south
4708,463,68.5,17.3,94.8,4.8,3.5,0.0,0.2,2.4,2.8,0.4427645788336933,,glen st. mary,florida,south
