,Total Population,% age 21+,% age 65+,% Race - White,% Race - Black,% Race - American Native,% Race  - Asian,% Race - Pacific Islander,% Race - Other,% Race - Hispanic/Latino,% Male,2021 Median Income,City,State,Region
15657,1944,73.8,16.7,95.0,0.6,7.8,1.4,0.3,5.2,4.5,0.4845679012345679,,east helena,montana,west
15658,97,52.6,18.6,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.35051546391752575,,east malta colony,montana,west
15659,2465,79.3,14.9,95.3,1.3,6.5,1.0,0.2,4.1,4.0,0.5083164300202839,,east missoula,montana,west
15660,110,82.7,27.3,94.5,0.9,2.7,0.0,0.0,3.6,5.5,0.6,,edgar,montana,west
15661,399,80.7,34.1,98.2,0.5,2.5,0.5,0.5,1.3,0.3,0.48120300751879697,,ekalaka,montana,west
15662,12,100.0,16.7,100.0,0.0,0.0,0.0,0.0,8.3,0.0,0.5,,elkhorn,montana,west
15663,227,79.7,26.4,98.7,0.0,2.2,0.9,0.0,1.8,1.8,0.4713656387665198,,elliston,montana,west
15664,244,67.6,19.3,26.2,1.2,75.8,0.0,0.0,0.4,1.2,0.45901639344262296,,elmo,montana,west
15665,465,87.1,38.3,97.6,0.6,2.8,0.9,0.0,1.9,3.0,0.5096774193548387,,emigrant,montana,west
15666,917,82.7,28.7,97.7,0.7,5.0,0.7,0.4,3.3,2.3,0.4798255179934569,,ennis,montana,west
15667,44,97.7,34.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,,essex,montana,west
15668,1380,74.0,25.1,96.4,0.9,5.1,1.1,0.5,4.2,6.1,0.4789855072463768,,eureka,montana,west
15669,373,78.3,15.5,56.0,1.3,48.8,1.9,0.8,1.9,3.8,0.579088471849866,,evaro,montana,west
15670,8149,72.6,17.1,96.0,0.6,5.4,1.3,0.3,4.1,3.4,0.500061357221745,,evergreen,montana,west
15671,759,73.5,22.9,95.5,1.2,3.4,1.1,0.5,4.3,1.6,0.4795783926218709,,fairfield,montana,west
15672,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,fair haven colony,montana,west
15673,896,72.0,16.7,95.0,1.0,4.6,0.7,0.0,5.7,5.1,0.5178571428571429,,fairview,montana,west
15674,122,80.3,26.2,98.4,1.6,7.4,2.5,0.8,4.9,4.1,0.47540983606557374,,fallon,montana,west
15675,532,86.8,43.8,89.1,0.6,14.1,1.1,0.0,4.3,4.9,0.48872180451127817,,finley point,montana,west
15676,67,89.6,34.3,100.0,0.0,3.0,0.0,0.0,1.5,1.5,0.5074626865671642,,fishtail,montana,west
15677,15,86.7,53.3,93.3,0.0,6.7,0.0,0.0,0.0,6.7,0.9333333333333333,,flat willow colony,montana,west
15678,63,79.4,15.9,96.8,0.0,0.0,4.8,3.2,4.8,4.8,0.5396825396825397,,flaxville,montana,west
15679,821,72.7,21.0,96.6,0.5,4.9,0.6,0.0,3.7,4.1,0.4762484774665043,,florence,montana,west
15680,19,68.4,26.3,94.7,0.0,5.3,5.3,0.0,0.0,0.0,0.6842105263157895,,floweree,montana,west
15681,5,60.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,fords creek colony,montana,west
15682,241,76.8,29.0,96.7,1.7,2.5,0.4,0.0,5.0,2.5,0.5850622406639004,,forest hill village,montana,west
15683,1647,80.2,29.4,95.9,1.1,4.1,0.9,0.1,2.6,2.2,0.5045537340619308,,forsyth,montana,west
15684,1567,58.7,9.5,3.8,0.4,96.9,0.1,0.2,0.3,2.5,0.5009572431397575,,fort belknap agency,montana,west
15685,1449,77.9,29.6,97.7,1.2,3.1,1.0,0.1,2.0,3.3,0.4913733609385783,,fort benton,montana,west
15686,317,77.9,28.1,95.9,0.6,3.8,0.9,0.3,4.4,3.5,0.5331230283911672,,fortine,montana,west
15687,239,73.6,28.0,94.1,0.4,4.6,0.8,0.4,5.4,4.6,0.5397489539748954,,fort peck,montana,west
15688,256,68.8,27.3,97.3,0.4,6.3,1.6,0.4,4.7,1.2,0.44140625,,fort shaw,montana,west
15689,170,83.5,18.8,78.2,3.5,21.2,1.8,1.2,4.1,1.2,0.5588235294117647,,fort smith,montana,west
15690,28,60.7,39.3,89.3,0.0,7.1,0.0,3.6,7.1,10.7,0.39285714285714285,,forty mile colony,montana,west
15691,5901,69.8,12.6,96.3,0.5,2.3,1.4,0.1,5.0,4.3,0.5122860532113201,,four corners,montana,west
15692,100,83.0,23.0,99.0,1.0,4.0,2.0,1.0,1.0,2.0,0.41,,fox,montana,west
15693,231,68.4,10.8,94.8,0.9,1.7,3.0,0.0,4.3,0.4,0.5238095238095238,,fox lake,montana,west
15694,354,58.2,8.2,5.9,0.8,95.2,0.6,0.6,0.3,2.0,0.4858757062146893,,frazer,montana,west
15695,1958,71.3,18.1,96.0,1.0,5.8,1.5,0.2,3.5,2.5,0.5250255362614913,,frenchtown,montana,west
15696,195,75.4,21.5,91.3,1.0,12.8,2.6,0.0,6.7,5.6,0.5230769230769231,,froid,montana,west
15697,392,81.6,26.5,96.9,0.0,4.1,0.8,0.3,3.1,3.6,0.5255102040816326,,fromberg,montana,west
15698,967,79.4,20.7,94.9,0.8,2.3,0.7,0.1,6.3,5.7,0.47983453981385726,,gallatin gateway,montana,west
15699,117,81.2,21.4,99.1,0.0,1.7,0.0,0.0,4.3,4.3,0.46153846153846156,,gallatin river ranch,montana,west
15700,833,83.2,19.0,96.2,1.3,3.0,1.2,0.4,4.0,3.8,0.4729891956782713,,gardiner,montana,west
15701,115,77.4,24.3,99.1,0.9,2.6,0.0,0.0,0.0,0.9,0.5043478260869565,,garrison,montana,west
15702,207,83.1,29.5,97.6,0.0,1.0,1.4,0.0,1.4,0.5,0.5458937198067633,,geraldine,montana,west
15703,78,84.6,28.2,87.2,5.1,1.3,0.0,3.8,16.7,10.3,0.5,,geyser,montana,west
15704,203,73.4,22.2,96.1,1.0,4.9,0.0,0.5,2.5,4.4,0.6108374384236454,,gibson flats,montana,west
15705,141,76.6,12.8,97.9,0.7,6.4,0.0,0.0,1.4,0.0,0.44680851063829785,,gildford,montana,west
15706,73,63.0,15.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5205479452054794,,gildford colony,montana,west
15707,48,93.8,29.2,97.9,0.0,4.2,2.1,0.0,4.2,2.1,0.2916666666666667,,gilman,montana,west
15708,102,58.8,12.7,98.0,1.0,2.0,0.0,1.0,0.0,2.0,0.4215686274509804,,glacier colony,montana,west
15709,3202,74.8,22.6,94.2,0.6,8.2,0.5,0.2,2.2,2.2,0.5003123048094941,,glasgow,montana,west
15710,28,75.0,10.7,75.0,7.1,28.6,0.0,3.6,7.1,3.6,0.4642857142857143,,glen,montana,west
15711,97,67.0,7.2,92.8,2.1,3.1,0.0,2.1,2.1,0.0,0.30927835051546393,,glendale colony,montana,west
15712,4873,73.4,19.4,93.9,1.3,5.5,1.6,0.2,3.3,4.2,0.5120049250974759,,glendive,montana,west
15713,9,100.0,77.8,100.0,0.0,11.1,0.0,0.0,11.1,11.1,0.7777777777777778,,goldcreek,montana,west
15714,4,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,golden valley colony,montana,west
15715,19,89.5,15.8,89.5,5.3,15.8,0.0,0.0,5.3,5.3,0.5789473684210527,,grant,montana,west
15716,110,86.4,38.2,99.1,0.0,1.8,0.0,0.0,5.5,1.8,0.4,,grass range,montana,west
15717,60442,75.2,19.6,90.1,2.4,10.0,2.3,0.4,3.6,4.5,0.4952516462062804,,great falls,montana,west
15718,89,82.0,9.0,96.6,0.0,19.1,2.2,1.1,1.1,2.2,0.4943820224719101,,greycliff,montana,west
15719,51,78.4,17.6,94.1,3.9,11.8,0.0,0.0,5.9,3.9,0.5882352941176471,,hall,montana,west
15720,4659,79.7,31.0,94.9,1.5,3.3,2.4,0.3,3.9,4.6,0.4535308006009873,,hamilton,montana,west
15721,179,95.5,57.5,96.6,0.0,3.9,0.0,0.0,3.4,2.2,0.4860335195530726,,happys inn,montana,west
15722,3818,65.5,15.2,47.1,0.7,55.3,1.5,0.2,3.3,7.6,0.4819277108433735,,hardin,montana,west
15723,88,89.8,42.0,97.7,0.0,4.5,0.0,1.1,4.5,5.7,0.4318181818181818,,hardy,montana,west
15724,769,64.8,15.0,35.5,0.3,67.2,0.9,0.4,3.1,4.7,0.47724317295188556,,harlem,montana,west
15725,955,78.2,29.8,97.2,1.2,6.0,0.8,0.8,3.2,4.9,0.4963350785340314,,harlowton,montana,west
15726,105,84.8,31.4,99.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4857142857142857,,harrison,montana,west
15727,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,hartland colony,montana,west
15728,58,69.0,17.2,100.0,1.7,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,,haugan,montana,west
15729,9362,70.2,16.4,84.0,1.4,19.0,1.7,0.2,3.2,3.7,0.48846400341807306,,havre,montana,west
15730,726,72.6,19.7,88.2,1.1,16.9,1.4,0.6,1.7,5.1,0.5206611570247934,,havre north,montana,west
15731,996,61.5,9.1,5.9,0.2,95.5,0.8,0.1,0.2,2.0,0.501004016064257,,hays,montana,west
15732,621,58.0,10.1,4.7,0.2,94.8,0.6,0.3,0.3,1.6,0.5152979066022544,,heart butte,montana,west
15733,123,79.7,20.3,96.7,0.0,4.9,0.0,0.0,4.9,3.3,0.4796747967479675,,hebgen lake estates,montana,west
15734,32091,76.4,20.7,94.9,1.3,5.1,2.0,0.3,3.7,4.0,0.47761054501262035,,helena,montana,west
15735,1206,72.5,16.7,97.7,0.5,3.9,2.1,0.2,2.9,3.5,0.5290215588723052,,helena flats,montana,west
15736,3813,75.1,21.1,97.8,0.7,3.8,1.0,0.1,2.8,3.2,0.5069499082087595,,helena valley northeast,montana,west
15737,4705,69.0,12.7,96.1,0.7,4.9,2.1,0.3,4.0,4.1,0.49309245483528164,,helena valley northwest,montana,west
15738,9168,70.9,14.1,95.4,0.8,7.0,1.3,0.4,3.5,3.3,0.5026178010471204,,helena valley southeast,montana,west
15739,8670,72.9,18.0,97.3,1.0,4.4,1.0,0.1,2.9,3.3,0.4994232987312572,,helena valley west central,montana,west
15740,1331,73.9,16.2,95.4,0.9,6.4,1.4,0.5,3.1,3.6,0.5281743050338091,,helena west side,montana,west
15741,38,78.9,28.9,97.4,2.6,5.3,0.0,0.0,2.6,2.6,0.47368421052631576,,helmville,montana,west
15742,173,80.3,28.9,93.6,1.2,2.3,0.6,0.6,6.4,6.4,0.5549132947976878,,heron,montana,west
15743,88,78.4,33.0,93.2,1.1,5.7,0.0,0.0,4.5,3.4,0.5,,herron,montana,west
15744,99,58.6,10.1,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48484848484848486,,hidden lake colony,montana,west
15745,165,77.0,14.5,98.8,0.6,2.4,2.4,0.6,5.5,0.6,0.6909090909090909,,highwood,montana,west
15746,24,87.5,41.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,,hilger,montana,west
15747,130,55.4,7.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4461538461538462,,hilldale colony,montana,west
15748,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,hillside colony,montana,west
15749,131,72.5,22.9,95.4,0.8,5.3,0.8,0.8,1.5,4.6,0.4961832061068702,,hingham,montana,west
15750,193,82.4,38.3,89.6,0.0,6.2,1.0,0.0,5.2,6.7,0.5233160621761658,,hinsdale,montana,west
15751,179,81.0,41.3,97.2,0.6,6.1,2.8,0.6,2.8,4.5,0.4748603351955307,,hobson,montana,west
15752,14,100.0,14.3,85.7,7.1,14.3,0.0,0.0,7.1,7.1,0.7857142857142857,,hogeland,montana,west
15753,35,68.6,20.0,100.0,0.0,0.0,0.0,0.0,2.9,5.7,0.42857142857142855,,homestead,montana,west
15754,13,69.2,30.8,84.6,7.7,23.1,7.7,15.4,15.4,0.0,0.6153846153846154,,horizon colony,montana,west
15755,557,86.5,34.3,89.8,0.7,14.9,2.2,0.9,2.2,2.2,0.4919210053859964,,hot springs,montana,west
15756,828,77.5,19.3,95.8,0.5,6.3,0.8,0.2,3.5,3.5,0.5229468599033816,,hungry horse,montana,west
15757,442,82.1,26.9,95.2,1.6,5.0,0.5,0.5,6.1,6.6,0.5090497737556561,,huntley,montana,west
15758,256,69.1,17.6,98.0,2.0,1.2,0.0,0.4,1.6,3.1,0.4296875,,huson,montana,west
15759,276,80.4,35.9,94.9,2.5,5.1,1.1,0.4,2.5,5.4,0.5,,hysham,montana,west
15760,85,76.5,23.5,98.8,0.0,4.7,0.0,0.0,4.7,0.0,0.5882352941176471,,indian springs,montana,west
15761,77,68.8,26.0,98.7,2.6,2.6,1.3,1.3,3.9,6.5,0.4935064935064935,,inverness,montana,west
15762,17,52.9,5.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,,ismay,montana,west
15763,36,77.8,11.1,91.7,0.0,0.0,0.0,2.8,8.3,2.8,0.5277777777777778,,jackson,montana,west
15764,47,91.5,76.6,100.0,0.0,0.0,0.0,0.0,0.0,2.1,0.6382978723404256,,jardine,montana,west
15765,25,100.0,44.0,88.0,4.0,4.0,4.0,0.0,4.0,0.0,0.4,,jeffers,montana,west
15766,597,74.9,19.1,96.5,1.7,7.9,0.7,0.0,5.4,4.0,0.49581239530988275,,jefferson city,montana,west
15767,273,77.7,31.9,92.3,1.1,11.4,2.2,0.0,3.3,3.7,0.4652014652014652,,jette,montana,west
15768,577,75.7,21.1,98.3,0.3,5.4,2.1,0.2,2.9,3.8,0.5008665511265165,,joliet,montana,west
15769,159,76.7,20.8,98.7,1.3,3.1,0.0,0.6,0.6,0.6,0.49056603773584906,,joplin,montana,west
15770,356,77.8,32.9,97.8,0.6,2.8,0.6,0.0,1.7,1.4,0.48314606741573035,,jordan,montana,west
15771,110,74.5,31.8,98.2,1.8,3.6,1.8,0.0,1.8,2.7,0.5818181818181818,,judith gap,montana,west
15772,24558,73.5,19.6,95.9,1.0,4.4,2.1,0.3,3.8,4.1,0.4734506067269322,,kalispell,montana,west
15773,273,72.5,18.7,94.5,0.7,15.4,1.1,0.0,1.5,1.1,0.575091575091575,,kerr,montana,west
15774,154,77.3,22.1,96.1,0.0,8.4,0.0,0.0,0.0,1.3,0.5454545454545454,,kevin,montana,west
15775,76,63.2,10.5,65.8,1.3,35.5,0.0,0.0,6.6,6.6,0.618421052631579,,kicking horse,montana,west
15776,424,75.7,26.2,97.9,0.5,1.2,2.6,0.7,2.6,2.1,0.5259433962264151,,kila,montana,west
15777,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,kilby butte colony,montana,west
15778,1549,73.5,9.3,94.4,0.5,2.5,2.6,0.2,5.9,6.2,0.511943189154293,,king arthur park,montana,west
15779,57,68.4,15.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45614035087719296,,king ranch colony,montana,west
15780,96,64.6,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,,kingsbury colony,montana,west
15781,201,92.5,39.8,84.1,1.0,15.4,2.5,0.0,2.5,3.0,0.48258706467661694,,kings point,montana,west
15782,163,81.0,33.7,96.3,0.0,9.8,1.2,0.0,2.5,3.7,0.6748466257668712,,klein,montana,west
15783,78,74.4,16.7,100.0,0.0,2.6,0.0,0.0,2.6,5.1,0.6794871794871795,,kremlin,montana,west
15784,53,92.5,52.8,100.0,1.9,0.0,1.9,1.9,7.5,7.5,0.39622641509433965,,lake mary ronan,montana,west
15785,2705,77.3,27.6,97.7,0.2,3.0,1.2,0.1,3.0,2.8,0.49796672828096117,,lakeside,montana,west
15786,15,86.7,20.0,93.3,0.0,0.0,0.0,0.0,6.7,0.0,0.8,,lakeview,montana,west
15787,1897,57.5,9.3,5.5,0.3,96.4,0.4,0.3,0.4,1.5,0.5065893516078018,,lame deer,montana,west
15788,22,100.0,45.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,,landusky,montana,west
15789,37,62.2,10.8,32.4,0.0,64.9,0.0,0.0,2.7,5.4,0.4594594594594595,,laredo,montana,west
15790,7222,71.7,17.8,96.0,0.7,4.7,1.2,0.2,4.2,4.9,0.49736914981999447,,laurel,montana,west
15791,136,83.8,31.6,95.6,3.7,8.1,0.7,0.7,8.8,3.7,0.4632352941176471,,lavina,montana,west
15792,5952,77.0,25.4,96.9,0.4,4.5,1.2,0.1,2.7,2.7,0.49193548387096775,,lewistown,montana,west
15793,364,75.5,23.1,98.9,0.0,2.5,1.6,0.0,3.6,2.7,0.5247252747252747,,lewistown heights,montana,west
15794,2775,77.3,26.5,96.5,0.3,3.6,1.8,0.4,3.7,2.7,0.49261261261261263,,libby,montana,west
15795,212,83.0,36.8,96.2,2.4,4.7,0.5,0.5,3.8,6.6,0.5283018867924528,,lima,montana,west
15796,998,83.6,31.9,97.1,0.3,4.4,0.6,0.1,2.9,3.2,0.5180360721442886,,lincoln,montana,west
15797,320,85.3,40.0,90.3,1.6,13.4,2.2,0.3,0.9,2.8,0.49375,,lindisfarne,montana,west
15798,12,83.3,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,lindsay,montana,west
15799,154,84.4,18.2,97.4,0.6,1.9,2.6,0.0,1.3,0.6,0.6168831168831169,,little bitterroot lake,montana,west
15800,218,54.1,5.5,2.3,0.9,98.2,0.9,0.0,0.0,0.5,0.4541284403669725,,little browning,montana,west
15801,8040,79.5,20.6,97.4,0.8,3.5,1.1,0.1,3.5,3.4,0.4982587064676617,,livingston,montana,west
15802,7195,69.6,13.9,91.5,1.3,9.4,1.2,0.4,4.7,6.5,0.5038220986796387,,lockwood,montana,west
15803,441,58.0,10.7,8.8,0.0,93.7,0.2,0.0,0.7,0.9,0.49206349206349204,,lodge grass,montana,west
15804,294,57.5,7.8,3.4,1.0,97.3,1.0,0.3,0.0,0.0,0.445578231292517,,lodge pole,montana,west
15805,72,86.1,20.8,97.2,2.8,6.9,1.4,0.0,5.6,2.8,0.5833333333333334,,logan,montana,west
15806,4399,71.8,14.5,96.7,1.0,4.3,1.2,0.2,2.8,3.4,0.5023869061150261,,lolo,montana,west
15807,65,84.6,40.0,100.0,0.0,7.7,0.0,0.0,0.0,4.6,0.6461538461538462,,loma,montana,west
15808,177,70.1,32.8,88.1,1.1,11.3,2.3,0.6,3.4,1.7,0.519774011299435,,lonepine,montana,west
15809,48,70.8,20.8,95.8,0.0,0.0,4.2,0.0,0.0,0.0,0.3958333333333333,,loring colony,montana,west
15810,30,86.7,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,luther,montana,west
15811,278,80.9,36.7,97.5,0.0,2.5,1.1,0.0,5.0,2.9,0.5827338129496403,,mcallister,montana,west
15812,4131,58.6,0.4,79.6,12.2,2.8,7.8,1.4,9.6,18.7,0.5507141128056161,,malmstrom afb,montana,west
15813,1860,76.1,26.1,92.0,0.3,9.5,1.0,0.4,5.5,3.8,0.489247311827957,,malta,montana,west
15814,4,75.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,25.0,0.25,,mammoth,montana,west
15815,2086,68.4,15.9,98.4,0.5,2.9,0.9,0.4,7.8,3.2,0.5057526366251198,,manhattan,montana,west
15816,1119,72.7,23.4,98.7,0.4,5.8,0.5,0.0,2.6,2.6,0.5093833780160858,,marion,montana,west
15817,461,81.1,20.2,95.2,0.0,7.8,0.2,0.2,0.4,5.9,0.5466377440347071,,martin city,montana,west
15818,43,79.1,46.5,95.3,7.0,2.3,0.0,7.0,7.0,7.0,0.6976744186046512,,martinsdale,montana,west
15819,97,61.9,12.4,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5773195876288659,,martinsdale colony,montana,west
15820,82,78.0,15.9,96.3,0.0,1.2,1.2,0.0,1.2,2.4,0.5975609756097561,,marysville,montana,west
15821,67,91.0,22.4,98.5,0.0,4.5,1.5,0.0,1.5,0.0,0.6417910447761194,,maverick mountain,montana,west
15822,138,89.9,31.2,96.4,0.7,2.9,2.2,1.4,1.4,2.2,0.5,,maxville,montana,west
15823,244,72.1,22.5,92.6,0.8,16.8,0.0,0.0,2.0,5.7,0.5122950819672131,,medicine lake,montana,west
15824,126,66.7,25.4,90.5,4.0,10.3,0.8,0.0,1.6,6.3,0.5079365079365079,,melstone,montana,west
15825,100,66.0,16.0,97.0,0.0,3.0,0.0,0.0,3.0,1.0,0.4,,midway colony,montana,west
15826,8354,73.2,20.0,96.0,1.1,3.8,1.3,0.2,3.0,3.4,0.49365573378022504,,miles city,montana,west
15827,2,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,milford colony,montana,west
15828,9,77.8,22.2,88.9,0.0,0.0,11.1,0.0,0.0,0.0,0.4444444444444444,,miller colony,montana,west
15829,73489,76.6,15.5,91.5,1.7,5.6,2.6,0.4,5.9,6.2,0.4911891575609955,33522,missoula,montana,west
15830,23,95.7,26.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478,,moccasin,montana,west
15831,26,88.5,26.9,92.3,3.8,3.8,0.0,0.0,3.8,0.0,0.5384615384615384,,monarch,montana,west
15832,2918,74.1,23.0,98.3,0.5,3.6,1.1,0.2,3.2,2.4,0.5099383139136395,,montana city,montana,west
15833,120,76.7,25.0,100.0,0.0,0.0,0.0,0.0,2.5,0.0,0.6666666666666666,,montaqua,montana,west
15834,194,76.8,26.8,100.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5412371134020618,,moore,montana,west
15835,125,68.8,12.8,93.6,0.0,1.6,0.0,0.0,4.8,4.8,0.48,,mountain view colony,montana,west
15836,646,52.3,8.0,5.1,0.3,97.1,0.0,0.0,0.0,1.9,0.4907120743034056,,muddy,montana,west
15837,59,84.7,25.4,96.6,1.7,0.0,1.7,0.0,3.4,1.7,0.4745762711864407,,musselshell,montana,west
15838,301,76.4,23.6,90.4,0.7,15.6,0.3,0.0,3.0,1.0,0.5581395348837209,,nashua,montana,west
15839,43,88.4,44.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,,neihart,montana,west
15840,297,56.6,19.2,100.0,0.0,0.3,0.0,0.0,0.3,0.0,0.4478114478114478,,new miami colony,montana,west
15841,194,52.6,10.3,98.5,1.0,0.5,0.0,0.0,0.0,0.0,0.4484536082474227,,new rockport colony,montana,west
15842,28,57.1,14.3,46.4,10.7,53.6,7.1,17.9,3.6,7.1,0.5,,niarada,montana,west
15843,71,62.0,11.3,90.1,0.0,12.7,0.0,0.0,2.8,4.2,0.4788732394366197,,nibbe,montana,west
15844,46,69.6,15.2,93.5,4.3,4.3,0.0,0.0,2.2,2.2,0.5869565217391305,,norris,montana,west
15845,2653,59.8,10.2,3.7,0.6,97.5,0.2,0.2,0.6,2.3,0.47644176404070865,,north browning,montana,west
15846,26,84.6,19.2,100.0,0.0,11.5,0.0,0.0,0.0,0.0,0.7307692307692307,,north harlem colony,montana,west
15847,255,79.6,31.8,96.9,0.8,3.1,1.6,0.0,2.7,3.1,0.5019607843137255,,noxon,montana,west
15848,38,65.8,21.1,92.1,2.6,0.0,0.0,0.0,5.3,10.5,0.6578947368421053,,nye,montana,west
15849,81,81.5,22.2,13.6,0.0,84.0,0.0,0.0,6.2,1.2,0.4567901234567901,,old agency,montana,west
15850,186,79.6,18.8,95.7,0.0,7.0,1.6,1.6,2.7,3.2,0.4946236559139785,,olney,montana,west
15851,75,89.3,46.7,96.0,0.0,10.7,0.0,0.0,4.0,5.3,0.5866666666666667,,opheim,montana,west
15852,5377,77.1,23.5,94.3,1.2,5.4,2.0,0.2,3.3,3.8,0.48651664496931374,,orchard homes,montana,west
15853,84,61.9,19.0,96.4,0.0,8.3,0.0,0.0,7.1,4.8,0.4642857142857143,,outlook,montana,west
15854,83,77.1,24.1,98.8,0.0,2.4,0.0,0.0,2.4,0.0,0.39759036144578314,,ovando,montana,west
15855,2138,62.3,11.4,43.2,0.3,64.4,0.6,0.3,1.8,6.1,0.48877455565949485,,pablo,montana,west
15856,166,81.3,38.0,97.6,0.6,9.6,0.6,0.6,1.8,4.2,0.5662650602409639,,paradise,montana,west
15857,1023,73.9,21.2,97.0,0.3,3.3,0.5,0.3,3.2,2.7,0.5004887585532747,,park city,montana,west
15858,388,60.8,9.0,1.3,0.3,98.7,0.0,0.0,0.0,0.5,0.45103092783505155,,parker school,montana,west
15859,23,82.6,26.1,95.7,0.0,4.3,0.0,0.0,0.0,0.0,0.4782608695652174,,peerless,montana,west
15860,25,80.0,20.0,88.0,4.0,8.0,0.0,0.0,12.0,8.0,0.48,,pendroy,montana,west
15861,841,83.2,28.9,96.9,1.0,3.9,0.6,0.4,1.8,3.0,0.4958382877526754,,philipsburg,montana,west
15862,372,79.0,19.9,96.5,0.0,5.1,0.3,0.0,2.4,5.6,0.521505376344086,,piltzville,montana,west
15863,80,78.8,33.8,96.3,0.0,2.5,0.0,0.0,6.3,2.5,0.6,,pine creek,montana,west
15864,805,46.1,7.1,99.3,0.2,0.7,0.1,0.1,2.9,3.4,0.4583850931677019,,pinesdale,montana,west
15865,45,91.1,55.6,91.1,0.0,0.0,2.2,0.0,11.1,2.2,0.4888888888888889,,pinnacle,montana,west
15866,902,78.6,26.6,97.6,0.7,4.9,2.0,0.0,1.0,1.1,0.5110864745011087,,pioneer junction,montana,west
15867,1106,76.4,26.0,95.8,0.6,4.6,1.6,0.5,3.7,3.8,0.4909584086799277,,plains,montana,west
15868,130,53.1,5.4,100.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,,pleasant valley colony,montana,west
15869,1669,79.2,26.5,96.8,0.6,3.9,1.1,0.2,3.0,3.3,0.5014979029358898,,plentywood,montana,west
15870,179,63.1,9.5,98.9,1.1,5.0,1.1,0.6,1.1,2.2,0.5083798882681564,,plevna,montana,west
15871,14,85.7,21.4,100.0,0.0,0.0,7.1,0.0,7.1,0.0,0.35714285714285715,,polebridge,montana,west
15872,5148,76.4,25.1,80.8,1.2,25.8,1.2,0.3,3.0,4.4,0.47358197358197357,,polson,montana,west
15873,51,66.7,11.8,94.1,0.0,5.9,0.0,0.0,0.0,3.9,0.47058823529411764,,pompeys pillar,montana,west
15874,113,58.4,7.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4690265486725664,,pondera colony,montana,west
15875,665,74.3,10.7,97.6,0.2,5.4,1.2,0.0,4.4,3.5,0.5203007518796993,,ponderosa pines,montana,west
15876,127,87.4,39.4,100.0,0.0,2.4,2.4,0.8,1.6,2.4,0.5354330708661418,,pony,montana,west
15877,758,66.1,11.7,26.3,1.1,80.6,1.3,0.0,0.8,1.8,0.48812664907651715,,poplar,montana,west
15878,26,73.1,34.6,96.2,0.0,3.8,0.0,0.0,11.5,7.7,0.5384615384615384,,potomac,montana,west
15879,177,71.8,25.4,97.2,0.0,5.1,0.6,0.0,2.3,1.1,0.5819209039548022,,power,montana,west
15880,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,prairie elk colony,montana,west
15881,790,84.1,28.5,98.2,0.1,4.4,1.3,0.3,1.6,2.0,0.43037974683544306,,pray,montana,west
15882,637,61.2,12.2,13.0,0.2,88.5,0.0,0.0,0.0,0.5,0.5196232339089482,,pryor,montana,west
15883,42,66.7,23.8,97.6,2.4,2.4,0.0,0.0,2.4,4.8,0.3333333333333333,,racetrack,montana,west
15884,341,86.2,36.7,95.9,0.6,2.1,0.3,0.0,4.4,1.8,0.47214076246334313,,rader creek,montana,west
