city,city_brewery_count,state,state_brewery_count,bar,brewpub,closed,contract,large,location,micro,nano,planning,proprietor,regional,taproom,college_town,major_city,national_park_vistors,ski_resort,tech_city,total population,% age 21+,% age 65+,% race - white,% race - black,% race - american native,% race  - asian,% race - pacific islander,% race - other,% race - hispanic/latino,% male,2021 median income,region
sanford,5,florida,312,0,2,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61051.0,72.2,12.1,56.3,30.2,2.2,6.1,0.3,20.8,27.6,0.4799593782247629,,south
clearwater,5,florida,312,0,0,0,0,0,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,117292.0,80.5,22.8,78.0,12.6,2.3,3.9,0.3,14.3,17.4,0.4819169252804965,31154.0,south
pompano beach,5,florida,312,0,0,0,0,0,0,4,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,112046.0,78.6,20.3,58.8,30.7,1.5,2.3,0.1,21.8,23.8,0.5038109347946379,32667.0,south
jacksonville beach,4,florida,312,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23830.0,83.2,20.0,93.3,3.9,1.8,3.3,0.1,4.9,5.5,0.4938732689886697,,south
boynton beach,4,florida,312,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,80380.0,79.5,22.7,60.1,33.4,1.2,3.1,0.1,12.7,15.4,0.4720826076138343,31991.0,south
saint augustine,4,florida,312,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
fernandina beach,4,florida,312,0,3,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,13052.0,84.7,36.4,88.4,8.8,1.6,1.5,0.3,5.6,6.3,0.4669782408826233,,south
palm harbor,4,florida,312,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61366.0,80.7,27.9,93.9,2.9,1.6,3.2,0.2,6.5,7.8,0.471335918912753,,south
west palm beach,3,florida,312,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,117415.0,78.2,19.9,55.1,34.1,1.7,3.3,0.2,19.3,24.6,0.4783460375590853,31885.0,south
odessa,3,florida,312,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,8080.0,73.1,13.2,85.6,6.8,2.2,6.4,0.3,13.9,17.1,0.488490099009901,,south
melbourne,3,florida,312,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,84678.0,78.8,22.7,81.0,12.5,2.2,4.9,0.3,10.2,12.6,0.4884503649117834,32195.0,south
lakeland,3,florida,312,0,0,0,0,0,0,2,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,112641.0,75.5,21.5,69.7,21.8,2.1,2.9,0.2,15.3,20.2,0.4654166777638693,28665.0,south
hollywood,3,florida,312,0,1,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,153067.0,77.7,18.1,66.9,20.1,1.6,3.5,0.2,30.6,39.9,0.4869566921674822,30602.0,south
cape coral,3,florida,312,0,1,0,0,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,194016.0,77.7,23.3,87.2,6.0,1.6,2.4,0.1,18.8,23.8,0.4897946561108362,31859.0,south
new port richey,3,florida,312,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,16728.0,81.0,27.3,87.4,6.8,2.8,2.1,0.3,10.7,14.6,0.4733978957436633,,south
tarpon springs,3,florida,312,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25117.0,81.6,29.1,88.4,7.7,1.7,2.2,0.2,8.2,9.1,0.4756937532348608,,south
key west,3,florida,312,0,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,26444.0,82.5,19.1,80.5,11.9,1.9,3.4,0.3,16.3,22.4,0.5253743760399334,,south
new smyrna beach,3,florida,312,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30142.0,85.9,36.8,93.0,5.0,1.9,1.8,0.1,4.2,4.9,0.4775728219759803,,south
santa rosa beach,3,florida,312,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
vero beach,3,florida,312,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16354.0,84.1,33.8,88.4,5.5,1.6,2.9,0.1,9.8,11.8,0.4842851901675431,,south
daytona beach,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,72647.0,76.9,21.1,60.4,34.9,1.9,3.4,0.2,7.0,9.3,0.5056230814761793,27507.0,south
panama city beach,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18094.0,80.7,20.9,87.8,6.8,2.7,4.5,0.3,6.7,7.5,0.4907151541947607,,south
land o lakes,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
st petersburg,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
port saint lucie,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
islamorada,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
safety harbor,2,florida,312,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17072.0,80.7,26.4,90.4,5.0,1.8,4.1,0.2,7.8,8.8,0.4732895970009372,,south
crystal river,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3396.0,84.7,39.5,88.9,8.9,2.3,1.9,0.3,4.0,4.9,0.4605418138987043,,south
clermont,2,florida,312,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,43021.0,77.0,25.8,72.0,15.5,2.2,6.0,0.3,18.7,21.7,0.4717463564305804,,south
jupiter,2,florida,312,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,61047.0,77.5,23.7,89.9,2.6,1.6,4.1,0.1,12.9,16.0,0.4870509607351712,,south
fort pierce,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,47297.0,72.0,18.6,48.5,40.9,2.0,1.4,0.2,18.9,24.5,0.4863733429181555,,south
homestead,2,florida,312,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1934704.0,0.0,0.0,80737.0,66.3,9.5,59.7,21.5,2.6,1.9,0.2,47.2,68.2,0.4907663153201134,25405.0,south
fort walton beach,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20922.0,77.7,19.6,78.1,14.1,3.0,6.4,0.4,9.6,11.7,0.4952203422234968,,south
lake city,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12329.0,72.6,18.1,58.1,38.0,1.8,3.1,0.2,7.4,9.6,0.4864952550896261,,south
destin,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13931.0,79.9,19.7,90.6,3.9,2.8,4.5,0.3,9.2,9.0,0.504988873734836,,south
sebastian,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25054.0,83.4,34.5,91.1,5.8,1.7,1.9,0.1,7.7,8.9,0.4792448311646843,,south
ormond beach,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43080.0,81.6,32.0,90.6,5.1,1.7,3.8,0.2,5.8,6.6,0.469870009285051,,south
milton,2,florida,312,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10197.0,74.1,18.4,83.7,13.9,4.1,3.6,0.9,4.5,6.1,0.4769049720506031,,south
auburndale,2,florida,312,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15616.0,72.4,17.3,77.7,14.7,2.7,2.3,0.2,14.2,18.7,0.484375,,south
miami beach,2,florida,312,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,82890.0,84.0,19.0,82.7,5.1,1.1,3.0,0.1,41.5,50.6,0.5144287610085656,34312.0,south
boca raton,2,florida,312,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,97422.0,76.4,23.1,86.7,7.0,1.1,4.5,0.2,13.6,15.2,0.4825501426782451,45353.0,south
wildwood,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15730.0,86.7,43.5,85.2,10.9,1.2,3.2,0.1,5.6,7.0,0.4590591226954863,,south
largo,2,florida,312,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,82485.0,83.4,28.3,84.6,8.4,2.2,4.1,0.3,10.7,12.8,0.475177304964539,31832.0,south
atlantic beach,2,florida,312,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13513.0,80.6,24.1,88.1,8.6,2.0,3.7,0.2,5.4,6.3,0.4782801746466366,,south
merritt island,2,florida,312,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,34518.0,80.7,26.1,91.9,4.0,2.5,4.4,0.4,7.0,8.1,0.4929022538965177,,south
lake worth,2,florida,312,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
mount dora,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16341.0,80.8,32.4,76.4,16.1,2.0,2.6,0.2,13.9,18.0,0.4640474879138364,,south
sebring,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,10729.0,76.3,25.5,73.9,17.4,2.0,1.9,0.3,18.9,25.3,0.4808463044086121,,south
north palm beach,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
plant city,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39764.0,69.5,14.1,70.3,15.8,2.2,2.3,0.2,26.1,33.9,0.4834272206015491,,south
panama city,1,florida,312,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32939.0,75.9,19.2,72.4,21.6,2.8,3.3,0.3,9.7,10.7,0.4841980630863111,,south
madeira beach,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3895.0,90.4,31.7,95.3,1.7,2.4,1.8,0.1,5.6,6.1,0.5050064184852375,,south
eustis,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23189.0,76.3,22.5,75.0,18.8,2.2,2.0,0.2,12.4,17.0,0.4772952693087239,,south
doral,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,75874.0,71.1,8.3,79.1,2.6,0.7,3.6,0.0,68.4,83.0,0.477765769565332,36800.0,south
west melbourne,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25924.0,76.1,20.5,82.9,7.3,2.0,9.3,0.2,10.4,12.4,0.4870776114797099,,south
zephyrhills,1,florida,312,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,17194.0,79.1,29.9,83.0,10.6,2.3,2.5,0.2,13.0,17.7,0.4595207630568803,,south
navarre,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40817.0,72.1,13.2,85.5,8.9,3.2,6.0,0.7,7.7,9.5,0.4994487590954749,,south
bonita springs,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53644.0,86.2,44.2,87.3,1.4,1.4,1.9,0.2,17.7,21.2,0.4916672880471255,,south
st pete beach,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
brooksville,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8890.0,78.3,28.7,80.7,16.3,2.3,1.2,0.1,7.4,10.6,0.4607424071991001,,south
seminole,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19364.0,84.2,34.2,92.3,3.2,1.4,4.2,0.1,5.6,6.4,0.4627143152241272,,south
winter springs,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38342.0,75.6,18.6,82.9,8.9,1.8,5.1,0.3,15.7,20.5,0.4725366438892076,,south
tequesta,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
delray beach,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,66846.0,83.8,26.9,67.9,27.0,1.0,2.7,0.1,10.1,11.6,0.4813900607366185,36173.0,south
oviedo,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,40059.0,69.1,11.3,80.2,10.0,1.9,7.7,0.3,16.5,20.9,0.4847100526723083,,south
apalachicola,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2341.0,79.2,29.4,67.7,28.4,2.3,0.6,0.2,7.6,7.9,0.4617684750106792,,south
port orange,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,62596.0,80.0,27.2,90.0,5.3,2.0,4.0,0.2,6.2,7.3,0.4794715317272669,,south
orange park,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9089.0,79.2,28.7,76.5,17.1,2.6,4.5,0.5,8.3,10.9,0.4738695125976455,,south
royal palm beach,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
davie,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,105691.0,74.2,13.5,73.7,11.5,1.3,7.6,0.2,30.9,39.5,0.4828414907608027,38751.0,south
deland,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37351.0,74.0,25.1,76.0,16.1,1.7,3.3,0.2,14.7,18.8,0.4551685363176354,,south
valrico,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37895.0,73.5,18.4,78.6,11.9,2.3,6.2,0.2,15.9,21.0,0.4798786119540836,,south
key biscayne,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
casselberry,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28794.0,78.0,17.1,75.3,13.2,2.2,4.7,0.3,22.3,29.9,0.4751337084114746,,south
kissimmee,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,79226.0,72.3,12.5,55.9,14.1,1.9,4.4,0.3,53.2,67.1,0.4796405220508419,22650.0,south
macclenny,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7304.0,68.8,14.0,74.1,21.5,2.1,1.8,0.3,5.2,6.2,0.4969879518072289,,south
winter garden,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46964.0,70.3,12.7,71.3,15.3,1.7,7.7,0.2,20.5,22.4,0.4825398177327314,,south
debary,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22260.0,79.5,26.3,87.7,6.4,2.1,3.1,0.2,11.8,14.6,0.4818059299191374,,south
cocoa beach,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11354.0,88.3,37.0,95.5,1.7,1.9,2.7,0.2,5.3,5.6,0.4979742821912982,,south
palm coast,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,89258.0,79.3,30.6,82.1,13.1,1.9,3.4,0.2,10.0,12.3,0.4769880570929216,30903.0,south
niceville,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15772.0,73.3,17.5,88.0,6.9,3.4,6.4,0.7,6.4,8.1,0.4953715445092569,,south
dania,1,florida,312,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
lake buena vista,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24.0,75.0,20.8,87.5,29.2,20.8,0.0,0.0,20.8,29.2,0.5416666666666666,,south
coral springs,1,florida,312,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,134394.0,71.5,12.7,60.2,26.4,1.1,6.9,0.2,24.8,29.4,0.4748351860946173,37958.0,south
indian harbour beach,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9019.0,81.0,28.6,94.9,1.9,2.4,3.3,0.2,5.5,6.7,0.4814280962412684,,south
longwood,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15087.0,77.5,21.6,80.6,9.3,2.2,5.6,0.2,16.8,22.7,0.4749121760456021,,south
ocala,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,63591.0,74.4,19.2,70.4,21.5,2.1,4.7,0.2,13.0,17.1,0.4761522857008067,,south
winter haven,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49219.0,74.5,22.7,62.0,27.8,1.8,3.0,0.1,17.1,23.4,0.4648611308640972,,south
opa locka,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,south
riverview,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,107396.0,69.5,10.9,64.4,24.9,2.2,5.4,0.3,20.7,27.1,0.4803344631084956,40972.0,south
hialeah,1,florida,312,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,223109.0,80.0,21.6,84.3,2.8,0.4,0.7,0.1,70.5,94.0,0.4776857948357081,22340.0,south
trinity,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11924.0,74.5,25.5,91.3,3.5,1.5,4.9,0.3,7.5,8.4,0.4775243206977524,,south
punta gorda,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19471.0,91.9,56.8,94.2,3.5,1.2,1.4,0.1,5.3,5.4,0.4756304247342201,,south
cocoa,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19041.0,75.0,20.6,62.9,30.2,2.3,2.1,0.3,13.5,16.9,0.4793340685888346,,south
oakland park,1,florida,312,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44229.0,78.8,13.9,58.7,28.5,1.5,3.1,0.2,25.7,30.5,0.5379954328607927,,south
cape canaveral,1,florida,312,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9972.0,90.7,34.8,92.9,3.6,2.3,2.5,0.2,5.9,6.4,0.5084235860409145,,south
apollo beach,1,florida,312,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,26002.0,76.1,19.7,81.2,12.1,2.3,4.8,0.2,13.5,17.3,0.4946927159449273,,south
tucson,19,arizona,124,0,2,0,0,0,0,17,0,0,0,0,0,1.0,1.0,908194.0,0.0,0.0,542629.0,74.3,16.7,72.0,7.3,5.0,4.6,0.5,29.7,42.2,0.4959373715743169,28291.0,west
phoenix,18,arizona,124,0,7,0,2,0,0,3,0,6,0,0,0,1.0,1.0,0.0,0.0,1.0,1608139.0,70.6,11.8,64.3,9.6,4.3,5.4,0.5,32.2,41.1,0.4971311559510714,36050.0,west
scottsdale,11,arizona,124,0,5,0,2,0,0,2,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,241361.0,83.2,26.6,88.5,3.1,1.9,6.6,0.3,8.0,9.8,0.4832429431432584,54375.0,west
tempe,9,arizona,124,0,3,0,0,2,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,180587.0,75.3,11.3,71.3,8.8,4.9,11.7,0.7,15.6,22.0,0.5207573081118796,36853.0,west
flagstaff,9,arizona,124,0,3,0,0,0,0,6,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,76831.0,65.4,9.8,76.2,3.4,13.7,4.3,0.6,13.1,19.7,0.4809386836042743,26679.0,west
chandler,6,arizona,124,0,2,0,0,0,0,2,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,275987.0,71.9,12.5,70.9,7.8,3.6,14.1,0.6,17.1,22.6,0.4913818404490067,46443.0,west
mesa,5,arizona,124,0,1,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,504258.0,72.6,17.5,77.3,5.8,4.6,4.0,0.8,20.5,27.3,0.4907963780445724,35978.0,west
gilbert,5,arizona,124,0,3,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,267918.0,67.0,10.8,83.1,5.5,2.7,8.9,0.6,12.0,16.8,0.4911092199852193,50928.0,west
prescott,5,arizona,124,0,2,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,45827.0,84.2,41.1,93.6,1.4,2.8,2.9,0.4,7.1,9.2,0.4916970344993126,,west
williams,4,arizona,124,0,1,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,1.0,0.0,3202.0,73.1,20.5,79.5,2.9,4.7,2.6,0.3,25.8,34.0,0.4940662086196127,,west
sedona,3,arizona,124,0,2,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,9684.0,90.1,43.7,90.6,1.1,2.4,3.3,0.2,11.8,12.5,0.4685047501032631,,west
lake havasu city,3,arizona,124,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,57144.0,83.1,34.3,92.2,1.2,3.2,2.0,0.4,10.3,13.8,0.496622567548649,,west
yuma,2,arizona,124,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,95548.0,69.1,16.1,69.6,3.8,3.6,3.1,0.5,44.2,60.9,0.4906748440574371,30673.0,west
lakeside,2,arizona,124,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
kingman,2,arizona,124,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32689.0,75.9,25.5,89.6,2.3,4.7,3.3,0.6,9.7,14.4,0.4921533237480498,,west
cottonwood,2,arizona,124,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6098.0,76.65,23.200000000000003,44.3,0.7,51.65,0.8,0.2,8.65,11.9,0.4732074632014547,,west
camp verde,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12147.0,76.7,26.2,81.7,1.3,13.0,1.3,0.3,11.9,16.3,0.5013583600889109,,west
marana,1,arizona,124,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,51908.0,73.5,21.4,84.4,4.2,3.1,5.9,0.4,17.2,25.1,0.4934499499113817,,west
pine,1,arizona,124,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1953.0,90.2,46.6,95.3,0.6,3.8,0.6,0.4,6.2,5.3,0.4792626728110599,,west
surprise,1,arizona,124,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,143148.0,72.9,24.4,83.6,7.5,2.9,4.5,0.7,14.4,19.8,0.4813619470757537,40118.0,west
queen creek,1,arizona,124,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59519.0,64.4,12.2,88.5,4.7,2.7,4.2,0.6,11.8,16.2,0.497236176683076,53596.0,west
bisbee,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4923.0,84.5,32.6,89.5,1.8,4.3,1.4,0.3,22.1,33.2,0.4854763355677432,,west
tombstone,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1308.0,86.2,39.9,94.0,0.7,5.1,1.4,0.4,10.7,17.4,0.4793577981651376,,west
goodyear,1,arizona,124,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,95294.0,73.0,18.6,73.3,9.8,3.1,5.9,0.7,23.2,30.7,0.4711209520011753,36219.0,west
sonoita,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,803.0,86.8,40.8,96.0,0.6,3.0,0.5,0.4,8.2,10.8,0.5068493150684932,,west
elgin,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,162.0,82.1,37.0,90.7,0.6,4.3,0.6,0.6,20.4,29.0,0.5432098765432098,,west
avondale,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,89334.0,65.7,8.9,56.6,12.2,3.9,5.4,0.8,42.0,55.6,0.4910784247878747,35737.0,west
show low,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11732.0,74.3,25.3,89.1,1.2,7.4,1.6,0.3,10.0,14.8,0.4857654278895329,,west
skull valley,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,west
chino valley,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13020.0,77.7,27.7,91.6,1.1,3.8,1.4,0.4,13.1,16.1,0.4945468509984639,,west
prescott valley,1,arizona,124,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46785.0,78.1,30.0,88.8,1.8,3.6,2.5,0.5,13.8,18.8,0.4855402372555306,,west
colorado city,1,arizona,124,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2478.0,44.0,4.2,99.6,0.1,1.3,0.3,0.1,0.4,1.0,0.5004035512510089,,west
charleston,19,west virginia,40,0,4,1,1,0,0,11,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,48864.0,77.4,20.6,80.8,18.1,2.4,3.3,0.1,2.4,2.0,0.4808857236411264,,south
davis,6,west virginia,40,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,600.0,81.8,27.5,99.7,0.2,2.5,0.0,0.0,1.3,0.5,0.4933333333333333,,south
